Order_Number,State_Code,Customer_Name,Order_Date,Status,Product,Category,Brand,Cost,Sales,Quantity,Total_Cost,Total_Sales,Assigned_Supervisor
141885.0,DL,Aniruddha Kekapure,2021-04-23,Shipped,77 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Aarvi Gupta
141886.0,LD,Aslam Raza,2021-04-24,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,Vijay Singh
141887.0,PY,Roshan Zameer,2021-04-25,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,1.0,350.0,455.0,Aadil Khan
141888.0,AP,Rakesh Kumar Sharma,2021-04-26,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,4.0,38000.0,49400.0,Advika Joshi
141889.0,AR,Shivanand Sahani,2021-04-26,Shipped,76 TB HDD,HDD,Western Digital,10000.0,13000.0,1.0,10000.0,13000.0,Ajay Sharma
141890.0,AS,Kunal Patra,2021-04-26,Order,586 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,Roshan Kumar
141891.0,BR,Bijendra,2021-04-26,Processing,RYZEN 3rd gen. 3574,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aarvi Gupta
141892.0,CG,Kranti Bheke,2021-04-26,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,Vijay Singh
141893.0,GA,Jagdeep,2021-04-26,Shipped,90 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,Aadil Khan
141894.0,GJ,Adhir Samal,2021-04-26,Order,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,Advika Joshi
141895.0,UP,Dannana Jhammi,2021-04-26,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,Ajay Sharma
141896.0,UP,Vipin Kumar,2021-04-26,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,Roshan Kumar
141897.0,UP,Ranjeet Kumar,2021-04-26,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,2.0,1300.0,1690.0,Aarvi Gupta
141898.0,UP,Sajal Singhal,2021-04-26,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,1.0,7500.0,9750.0,Vijay Singh
141899.0,UP,Akhilesh Kumar,2021-04-26,Processing,76 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,Aadil Khan
141900.0,UP,Suvankar Chakraborty,2021-04-26,Delivered,75 TB SSD,SSD,Samsung,10500.0,13650.0,2.0,21000.0,27300.0,Advika Joshi
141901.0,UP,Suvankar Adhikary,2021-04-26,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Ajay Sharma
141902.0,UP,Rahul Kumar Prajapati,2021-04-26,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Roshan Kumar
141903.0,UP,Sagar Jeur,2021-04-26,Processing,78 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,4.0,6720.0,8736.0,Aarvi Gupta
141904.0,UP,Rhushikesh Mane,2021-04-26,Delivered,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,1.0,6540.0,8502.0,Vijay Singh
141905.0,MZ,Ashish Kumar,2021-04-26,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,Aadil Khan
141906.0,NL,Javed Akhter,2021-04-26,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,4.0,33000.0,42900.0,Advika Joshi
141907.0,UP,Haridas Balraj,2021-04-26,Processing,82 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,Ajay Sharma
141908.0,UP,Kundan Kumar,2021-04-27,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,2.0,25100.0,32630.0,Roshan Kumar
141909.0,UP,Atif Siddiqui,2021-04-27,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,Aarvi Gupta
141910.0,UP,Aditya Agarwal,2021-04-27,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,3.0,2400.0,3120.0,Vijay Singh
141911.0,UP,Firdoush Jabee,2021-04-27,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,4.0,2400.0,3120.0,Aadil Khan
141912.0,UP,Jay Prakash Kumar,2021-04-27,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,3.0,31500.0,40950.0,Advika Joshi
141913.0,UP,Ashish Pandey,2021-04-27,Shipped,76 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Ajay Sharma
141914.0,UP,Ajay Sharma,2021-04-27,Order,331 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,Roshan Kumar
141915.0,UP,Moinuddin Saifi,2021-04-27,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aarvi Gupta
141916.0,UP,Ramkrishna Das Adhikary,2021-04-27,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,3.0,37500.0,48750.0,Vijay Singh
141917.0,TR,Ranjeet Mandal,2021-04-27,Shipped,83 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,Aadil Khan
141918.0,AN,Ashwini Adsare,2021-04-27,Order,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,4.0,18000.0,23400.0,Advika Joshi
141919.0,CH,Rajesh Variya,2021-04-27,Processing,78 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,1.0,2100.0,2730.0,Ajay Sharma
141920.0,DH,Amit Singh,2021-04-27,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,Roshan Kumar
141921.0,DD,Vinod Mehta,2021-04-27,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,3.0,1050.0,1365.0,Aarvi Gupta
141922.0,DL,Jignesh Mhatre,2021-04-27,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,3.0,28500.0,37050.0,Vijay Singh
141923.0,LD,Rahul Kashyap,2021-04-27,Processing,77 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,Aadil Khan
141924.0,PY,Mohammed Abdul Kaleem,2021-04-27,Delivered,587 GB M.2,SSD,Samsung,6500.0,8450.0,2.0,13000.0,16900.0,Advika Joshi
141925.0,AP,Chandrakant Kasbe,2021-04-28,Shipped,RYZEN 3rd gen. 3575,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Ajay Sharma
141926.0,UP,Rohan Kale,2021-04-29,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,Roshan Kumar
141927.0,UP,Aniruddha Kekapure,2021-04-30,Processing,91 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,Aarvi Gupta
141928.0,UP,Aslam Raza,2021-04-30,Delivered,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,Vijay Singh
141929.0,UP,Roshan Zameer,2021-04-30,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,Aadil Khan
141930.0,UP,Rakesh Kumar Sharma,2021-04-30,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,Advika Joshi
141931.0,UP,Shivanand Sahani,2021-04-30,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,1.0,650.0,845.0,Ajay Sharma
141932.0,UP,Kunal Patra,2021-04-30,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,1.0,7500.0,9750.0,Roshan Kumar
141933.0,UP,Bijendra,2021-04-30,Shipped,77 TB HDD,HDD,Seagate,10000.0,13000.0,3.0,30000.0,39000.0,Aarvi Gupta
141934.0,UP,Kranti Bheke,2021-04-30,Order,76 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,Vijay Singh
141935.0,UP,Jagdeep,2021-04-30,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Aadil Khan
141936.0,KA,Adhir Samal,2021-04-30,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Advika Joshi
141937.0,KL,Dannana Jhammi,2021-04-30,Shipped,79 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,Ajay Sharma
141938.0,MP,Vipin Kumar,2021-04-30,Order,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,4.0,26160.0,34008.0,Roshan Kumar
141939.0,MH,Ranjeet Kumar,2021-04-30,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,Aarvi Gupta
141940.0,MN,Sajal Singhal,2021-04-30,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,Vijay Singh
141941.0,ML,Akhilesh Kumar,2021-04-30,Shipped,83 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,Aadil Khan
141942.0,MZ,Suvankar Chakraborty,2021-04-30,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,4.0,50200.0,65260.0,Advika Joshi
141943.0,NL,Suvankar Adhikary,2021-04-30,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,Ajay Sharma
141944.0,OR,Rahul Kumar Prajapati,2021-04-30,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,Roshan Kumar
141945.0,PB,Sagar Jeur,2021-04-30,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,Aarvi Gupta
141946.0,RJ,Rhushikesh Mane,2021-04-30,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,Vijay Singh
141947.0,SK,Ashish Kumar,2021-04-30,Processing,77 TB HDD,HDD,Western Digital,6500.0,8450.0,4.0,26000.0,33800.0,Aadil Khan
141948.0,UP,Javed Akhter,2021-04-30,Delivered,332 GB SSD,SSD,Samsung,4500.0,5850.0,1.0,4500.0,5850.0,Advika Joshi
141949.0,UP,Haridas Balraj,2021-04-30,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Ajay Sharma
141950.0,UP,Kundan Kumar,2021-04-30,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,4.0,50000.0,65000.0,Roshan Kumar
141951.0,UP,Atif Siddiqui,2021-04-30,Processing,84 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,Aarvi Gupta
141952.0,UP,Aditya Agarwal,2021-04-30,Delivered,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,Vijay Singh
141953.0,UP,Firdoush Jabee,2021-04-30,Shipped,79 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,1.0,2100.0,2730.0,Aadil Khan
141954.0,UP,Jay Prakash Kumar,2021-04-30,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,Advika Joshi
141955.0,UP,Ashish Pandey,2021-04-30,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,2.0,700.0,910.0,Ajay Sharma
141956.0,UP,Ajay Sharma,2021-04-30,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,2.0,19000.0,24700.0,Roshan Kumar
141957.0,UP,Moinuddin Saifi,2021-04-30,Shipped,78 TB HDD,HDD,Western Digital,10000.0,13000.0,1.0,10000.0,13000.0,Aarvi Gupta
141958.0,DD,Ramkrishna Das Adhikary,2021-04-30,Order,588 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,Vijay Singh
141959.0,DL,Ranjeet Mandal,2021-04-30,Processing,RYZEN 3rd gen. 3576,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aadil Khan
141960.0,LD,Ashwini Adsare,2021-04-30,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,Advika Joshi
141961.0,PY,Rajesh Variya,2021-04-30,Shipped,92 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,Ajay Sharma
141962.0,AP,Amit Singh,2021-04-30,Order,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,2.0,15300.0,19890.0,Roshan Kumar
141963.0,AR,Vinod Mehta,2021-05-01,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,2.0,2300.0,2990.0,Aarvi Gupta
141964.0,AS,Jignesh Mhatre,2021-05-02,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,Vijay Singh
141965.0,BR,Rahul Kashyap,2021-05-03,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,Aadil Khan
141966.0,CG,Mohammed Abdul Kaleem,2021-05-04,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,Advika Joshi
141967.0,GA,Chandrakant Kasbe,2021-05-05,Processing,78 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,Ajay Sharma
141968.0,GJ,Rohan Kale,2021-05-05,Delivered,77 TB SSD,SSD,Samsung,10500.0,13650.0,4.0,42000.0,54600.0,Roshan Kumar
141969.0,UP,Aniruddha Kekapure,2021-05-05,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Aarvi Gupta
141970.0,UP,Aslam Raza,2021-05-05,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,Vijay Singh
141971.0,UP,Roshan Zameer,2021-05-05,Processing,80 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,1.0,1680.0,2184.0,Aadil Khan
141972.0,UP,Rakesh Kumar Sharma,2021-05-05,Delivered,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,1.0,6540.0,8502.0,Advika Joshi
141973.0,UP,Shivanand Sahani,2021-05-05,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,Ajay Sharma
141974.0,UP,Kunal Patra,2021-05-05,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,Roshan Kumar
141975.0,UP,Bijendra,2021-05-05,Processing,84 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,Aarvi Gupta
141976.0,UP,Kranti Bheke,2021-05-06,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,2.0,25100.0,32630.0,Vijay Singh
141977.0,UP,Jagdeep,2021-05-07,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,Aadil Khan
141978.0,UP,Adhir Samal,2021-05-08,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,3.0,2400.0,3120.0,Advika Joshi
141979.0,MZ,Dannana Jhammi,2021-05-09,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,Ajay Sharma
141980.0,NL,Vipin Kumar,2021-05-09,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,Roshan Kumar
141981.0,OR,Ranjeet Kumar,2021-05-09,Shipped,78 TB HDD,HDD,Western Digital,6500.0,8450.0,1.0,6500.0,8450.0,Aarvi Gupta
141982.0,PB,Sajal Singhal,2021-05-09,Order,333 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,Vijay Singh
141983.0,RJ,Akhilesh Kumar,2021-05-09,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aadil Khan
141984.0,SK,Suvankar Chakraborty,2021-05-09,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,Advika Joshi
141985.0,TN,Suvankar Adhikary,2021-05-09,Shipped,85 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,Ajay Sharma
141986.0,TR,Rahul Kumar Prajapati,2021-05-09,Order,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,4.0,18000.0,23400.0,Roshan Kumar
141987.0,UK,Sagar Jeur,2021-05-09,Processing,80 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Aarvi Gupta
141988.0,UP,Rhushikesh Mane,2021-05-09,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,Vijay Singh
141989.0,WB,Ashish Kumar,2021-05-09,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,2.0,700.0,910.0,Aadil Khan
141990.0,TN,Javed Akhter,2021-05-09,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,Advika Joshi
141991.0,TR,Haridas Balraj,2021-05-09,Processing,79 TB HDD,HDD,Western Digital,10000.0,13000.0,4.0,40000.0,52000.0,Ajay Sharma
141992.0,MH,Kundan Kumar,2021-05-09,Delivered,589 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,Roshan Kumar
141993.0,CH,Atif Siddiqui,2021-05-09,Shipped,RYZEN 3rd gen. 3577,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aarvi Gupta
141994.0,DH,Aditya Agarwal,2021-05-09,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,Vijay Singh
141995.0,DD,Firdoush Jabee,2021-05-09,Processing,93 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,Aadil Khan
141996.0,DL,Jay Prakash Kumar,2021-05-09,Delivered,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,1.0,7650.0,9945.0,Advika Joshi
141997.0,LD,Ashish Pandey,2021-05-09,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,Ajay Sharma
141998.0,PY,Ajay Sharma,2021-05-09,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,Roshan Kumar
141999.0,AP,Moinuddin Saifi,2021-05-09,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,Aarvi Gupta
142000.0,AR,Ramkrishna Das Adhikary,2021-05-09,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,Vijay Singh
142001.0,AS,Ranjeet Mandal,2021-05-09,Shipped,79 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,Aadil Khan
142002.0,BR,Ashwini Adsare,2021-05-09,Order,78 TB SSD,SSD,Samsung,10500.0,13650.0,2.0,21000.0,27300.0,Advika Joshi
142003.0,CG,Rajesh Variya,2021-05-09,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Ajay Sharma
142004.0,GA,Amit Singh,2021-05-09,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,Roshan Kumar
142005.0,GJ,Vinod Mehta,2021-05-09,Shipped,81 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,1.0,1680.0,2184.0,Aarvi Gupta
142006.0,HR,Jignesh Mhatre,2021-05-09,Order,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,3.0,19620.0,25506.0,Vijay Singh
142007.0,HP,Rahul Kashyap,2021-05-09,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,Aadil Khan
142008.0,JK,Mohammed Abdul Kaleem,2021-05-09,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,Advika Joshi
142009.0,JH,Chandrakant Kasbe,2021-05-09,Shipped,85 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,Ajay Sharma
142010.0,KA,Rohan Kale,2021-05-09,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,Ajay Sharma
142011.0,KL,Aniruddha Kekapure,2021-05-09,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,Roshan Kumar
142012.0,MP,Aslam Raza,2021-05-09,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,2.0,1600.0,2080.0,Aarvi Gupta
142013.0,MH,Roshan Zameer,2021-05-09,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,Vijay Singh
142014.0,MN,Rakesh Kumar Sharma,2021-05-09,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,3.0,31500.0,40950.0,Aadil Khan
142015.0,ML,Shivanand Sahani,2021-05-09,Processing,79 TB HDD,HDD,Western Digital,6500.0,8450.0,1.0,6500.0,8450.0,Advika Joshi
142016.0,MZ,Kunal Patra,2021-05-09,Delivered,334 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,Ajay Sharma
142017.0,NL,Bijendra,2021-05-10,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Roshan Kumar
142018.0,OR,Kranti Bheke,2021-05-10,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,3.0,37500.0,48750.0,Aarvi Gupta
142019.0,PB,Jagdeep,2021-05-10,Processing,86 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,Vijay Singh
142020.0,RJ,Adhir Samal,2021-05-10,Delivered,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,Aadil Khan
142021.0,SK,Dannana Jhammi,2021-05-10,Shipped,81 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,1.0,2100.0,2730.0,Advika Joshi
142022.0,TN,Vipin Kumar,2021-05-10,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,2.0,2300.0,2990.0,Ajay Sharma
142023.0,TR,Ranjeet Kumar,2021-05-10,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,3.0,1050.0,1365.0,Roshan Kumar
142024.0,UK,Sajal Singhal,2021-05-10,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,Aarvi Gupta
142025.0,UP,Akhilesh Kumar,2021-05-10,Shipped,80 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,Vijay Singh
142026.0,WB,Suvankar Chakraborty,2021-05-10,Order,590 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,Aadil Khan
142027.0,TN,Suvankar Adhikary,2021-05-10,Processing,RYZEN 3rd gen. 3578,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Advika Joshi
142028.0,TR,Rahul Kumar Prajapati,2021-05-10,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,Ajay Sharma
142029.0,MH,Sagar Jeur,2021-05-10,Shipped,94 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,Roshan Kumar
142030.0,CH,Rhushikesh Mane,2021-05-10,Order,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,Aarvi Gupta
142031.0,DH,Ashish Kumar,2021-05-10,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,2.0,2300.0,2990.0,Vijay Singh
142032.0,DD,Javed Akhter,2021-05-10,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,2.0,1700.0,2210.0,Aadil Khan
142033.0,DL,Haridas Balraj,2021-05-10,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,2.0,1300.0,1690.0,Advika Joshi
142034.0,LD,Kundan Kumar,2021-05-10,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,Ajay Sharma
142035.0,PY,Atif Siddiqui,2021-05-10,Processing,80 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,Roshan Kumar
142036.0,AP,Aditya Agarwal,2021-05-10,Delivered,79 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,Aarvi Gupta
142037.0,AR,Firdoush Jabee,2021-05-10,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Vijay Singh
142038.0,AS,Jay Prakash Kumar,2021-05-10,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,Aadil Khan
142039.0,BR,Ashish Pandey,2021-05-10,Processing,82 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,Advika Joshi
142040.0,CG,Ajay Sharma,2021-05-10,Delivered,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,3.0,19620.0,25506.0,Ajay Sharma
142041.0,GA,Moinuddin Saifi,2021-05-10,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,3.0,8040.0,10452.0,Roshan Kumar
142042.0,GJ,Ramkrishna Das Adhikary,2021-05-10,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,Aarvi Gupta
142043.0,HR,Ranjeet Mandal,2021-05-10,Processing,86 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,Vijay Singh
142044.0,HP,Ashwini Adsare,2021-05-10,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,4.0,50200.0,65260.0,Aadil Khan
142045.0,JK,Rajesh Variya,2021-05-10,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,4.0,58000.0,75400.0,Advika Joshi
142046.0,JH,Amit Singh,2021-05-10,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,Ajay Sharma
142047.0,KA,Vinod Mehta,2021-05-10,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,4.0,2400.0,3120.0,Roshan Kumar
142048.0,KL,Jignesh Mhatre,2021-05-11,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,Aarvi Gupta
142049.0,MP,Rahul Kashyap,2021-05-11,Shipped,80 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Vijay Singh
142050.0,MH,Mohammed Abdul Kaleem,2021-05-11,Order,335 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,Aadil Khan
142051.0,MN,Chandrakant Kasbe,2021-05-11,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Advika Joshi
142052.0,ML,Rohan Kale,2021-05-11,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,Ajay Sharma
142053.0,MZ,Aniruddha Kekapure,2021-05-11,Shipped,87 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,Roshan Kumar
